site_no,t_start,t_peak,t_end,dur_hr,time_to_peak_hr,hydro_width_hr,Qp_cfs,Qp_quick_cfs,base_at_peak_cfs,peak_stage_ft,recession_k_per_hr,recession_time_hr,quick_vol_m3,total_vol_m3,rb_flashiness,dur_above_q99_hr,peak_month,peak_year,P_e_mm,P_topeak_mm,V_e_m3,max_daily_mm,runoff_coeff,storm_resp_ratio,peakstage_resp,api_30_mm,catch_area_km2
04087000,2004-03-01 08:00:00+00:00,2004-03-05 13:00:00+00:00,2004-03-14 21:00:00+00:00,325.0,101.0,118.73544770494482,3215.0,2856.1617673904593,343.8382326095408,,0.006024605566404312,224.0,43752759.25635209,55705927.47359999,0.01104130940843756,0.0,3,2004,53.350930327868845,42.401344262295076,93434641.99838483,24.223168032786884,0.4682712784098689,60.26136714471848,,7.0579399526716715,1751.3217
04087000,2004-04-19 09:00:00+00:00,2004-04-21 05:00:00+00:00,2004-04-30 19:00:00+00:00,274.0,44.0,72.22090391285019,1967.5,1611.036786278868,356.46321372113204,,0.0037930817150645213,230.0,15949466.930543078,27626736.574079998,0.015348227085128327,0.0,4,2004,41.34578688524591,29.41195081967213,72409773.77570656,24.57293852459016,0.22026676923404664,47.58646885741326,,11.721027818907157,1751.3217
04087000,2004-05-10 19:00:00+00:00,2004-05-10 22:00:00+00:00,2004-05-11 17:00:00+00:00,22.0,3.0,5.788384486495488,4432.5,4015.4975588020843,417.0024411979157,,0.050359350702176946,19.0,4715465.886292052,5740523.28,0.10739178690344062,2.0,5,2004,13.742024590163934,12.590176229508197,24066705.866687704,12.590176229508197,0.1959331664421526,322.550725398398,,42.76397618783625,1751.3217
04087000,2004-10-15 11:00:00+00:00,2004-10-15 12:00:00+00:00,2004-10-15 17:00:00+00:00,6.0,1.0,2.458672678338189,2220.0,2121.9681597407784,98.03184025922153,,0.4315777783055167,5.0,620514.5939379951,692073.91872,0.58429076447194,0.0,10,2004,3.5346598360655745,3.5346598360655745,6190326.473020083,3.5346598360655745,0.10023939716951048,628.0660948893683,,10.508211267085716,1751.3217
04087000,2005-03-06 21:00:00+00:00,2005-03-08 16:00:00+00:00,2005-03-13 02:00:00+00:00,149.0,43.0,52.28222305532836,2315.0,2034.8653422920731,262.63465770792686,,0.00897866035262719,106.0,13489817.468992947,18058679.57664,0.05334484904677835,0.0,3,2005,9.562475409836065,0.27690163934426226,16746970.690962294,5.7935942622950805,0.8055079165017521,242.09212581281685,,7.911534352187376,1751.3217
04087000,2005-03-22 23:00:00+00:00,2005-03-31 05:00:00+00:00,2005-04-11 04:00:00+00:00,461.0,198.0,195.68294852063264,2230.0,1755.9732698500675,416.5267301499326,,0.004169914843623361,263.0,40257709.53846502,61711351.58592,0.0070936366647312,0.0,3,2005,11.218680327868855,5.48962704918033,19647518.30355984,5.48962704918033,2.0489971769702295,198.77560772102146,,15.555109574494828,1751.3217
04087000,2005-06-26 04:00:00+00:00,2005-06-26 06:00:00+00:00,2005-06-26 09:00:00+00:00,5.0,2.0,2.7641899668851693,1642.5,1579.3574918105999,63.14250818940023,,0.7268390758889092,3.0,446868.09014005074,485669.93184,0.630791835021252,0.0,6,2005,14.9370737704918,14.9370737704918,26159621.428763106,10.121483606557375,0.017082360742755587,109.96129665267905,,5.480916380187302,1751.3217
04087000,2005-09-25 19:00:00+00:00,2005-09-26 01:00:00+00:00,2005-09-26 07:00:00+00:00,12.0,6.0,5.209984922948934,1505.0,1442.9115022769995,62.088497723000486,,0.3019029310251815,6.0,861445.1289164977,944707.91328,0.2848741536054385,0.0,9,2005,27.893676229508202,27.259717213114758,48850800.4735119,27.259717213114758,0.017634207025606353,53.95488165908689,,29.487931286890095,1751.3217
04087000,2005-10-17 13:00:00+00:00,2005-10-17 15:00:00+00:00,2005-10-17 19:00:00+00:00,6.0,2.0,1.6350944694931968,2917.5,2849.9119287840267,67.58807121597337,,0.6343637887559683,4.0,603384.4212931144,651909.3696,0.8621970289288506,0.0,10,2005,3.574737704918033,3.574737704918033,6260515.714431148,3.574737704918033,0.09637934777517607,816.143795945134,,9.0388168576223,1751.3217
04087000,2006-03-10 03:00:00+00:00,2006-03-13 13:00:00+00:00,2006-03-21 08:00:00+00:00,269.0,82.0,88.77935701373644,3250.0,2681.396444198765,568.603555801235,,0.006708024298243181,187.0,32080733.904855017,50217010.288320005,0.009780535117882886,0.0,3,2006,32.356372950819676,30.265557377049177,56666418.082063526,12.096229508196721,0.5661330818262792,100.4438910671435,,11.73607368341894,1751.3217
04087000,2006-04-03 01:00:00+00:00,2006-04-03 14:00:00+00:00,2006-04-14 16:00:00+00:00,279.0,13.0,40.325787944610056,3255.0,2769.6304463181227,485.3695536818772,,0.0030346277773762565,266.0,29439501.38548079,47182488.55488,0.017864029634206812,0.0,4,2006,65.70063934426227,34.87919672131146,115062955.38748029,24.302282786885243,0.25585559910521843,49.54289688026093,,10.209980188338685,1751.3217
04087000,2006-04-07 07:00:00+00:00,2006-04-07 11:00:00+00:00,2006-04-10 10:00:00+00:00,75.0,4.0,10.3374035214365,2910.0,2312.7372620163733,597.2627379836266,,0.005994119430360738,71.0,10332583.386020461,15303304.8576,0.020050626165734078,0.0,4,2006,24.313213114754095,24.302282786885243,42580257.72459344,24.302282786885243,0.24266136322731988,119.68800611689254,,29.891268130296833,1751.3217
04087000,2006-10-16 15:00:00+00:00,2006-10-16 17:00:00+00:00,2006-10-16 22:00:00+00:00,7.0,2.0,3.0692532797402237,1932.5,1816.3782860823515,116.12171391764849,,0.4367345933951229,5.0,628637.6484926919,724745.84256,0.4809761586609466,0.0,10,2006,3.6767540983606564,3.6767540983606564,6439179.238022952,3.6767540983606564,0.0976269840076241,525.5994685262302,,22.422899206789925,1751.3217
04087000,2006-12-21 20:00:00+00:00,2006-12-23 01:00:00+00:00,2007-01-04 23:00:00+00:00,339.0,29.0,115.4805042805965,1835.0,1569.3967431277702,265.60325687222985,,0.003733490207597134,310.0,22529904.30615362,35585663.09472,0.010968745949205454,0.0,12,2006,54.1826762295082,44.35683196721312,94891296.6448119,37.03871721311476,0.23742856408091273,33.866913332727705,,5.157539281031697,1751.3217
04087000,2007-04-02 14:00:00+00:00,2007-04-03 15:00:00+00:00,2007-04-08 03:00:00+00:00,133.0,25.0,52.24475603416067,4765.0,3519.9790358035552,1245.0209641964445,,0.008555302041223156,108.0,19927003.958047394,37783984.0608,0.017172650564215325,4.0,4,2007,26.69134016393442,26.651782786885242,46745123.23117991,26.37175819672131,0.4262905428550821,178.52232112490594,,39.1777166052703,1751.3217
04087000,2007-06-02 01:00:00+00:00,2007-06-04 20:00:00+00:00,2007-06-13 06:00:00+00:00,269.0,67.0,51.34417493402725,1530.0,1452.1347591210208,77.8652408789791,,0.005987534711962326,202.0,13874946.344309436,17473311.85536,0.023562339927774244,0.0,6,2007,62.78484426229508,54.33674180327868,109956460.18767786,31.37836885245901,0.126185822284813,24.368938363662213,,7.745694045923463,1751.3217
04087000,2007-08-19 03:00:00+00:00,2007-08-23 23:00:00+00:00,2007-08-30 16:00:00+00:00,277.0,116.0,146.63223857118282,3350.0,2972.102881688489,377.897118311511,,0.009154578522092126,161.0,43912641.84021204,55301741.96544,0.025346987643101584,0.0,8,2007,138.9671475409836,126.94638934426229,243376181.07562622,33.65812295081967,0.18043114016390419,24.106416942983106,,23.467199021813546,1751.3217
04087000,2007-10-17 13:00:00+00:00,2007-10-17 15:00:00+00:00,2007-10-17 20:00:00+00:00,7.0,2.0,2.322716869668511,2792.5,2688.075976335287,104.42402366471269,,0.42339895665202004,5.0,775822.2345257179,861600.93696,0.5858672503549456,0.0,10,2007,7.761573770491804,7.761573770491804,13593012.570413116,7.761573770491804,0.057075076662136806,359.7852809976006,,11.37211371959892,1751.3217
04087000,2008-03-13 21:00:00+00:00,2008-03-21 09:00:00+00:00,2008-04-07 15:00:00+00:00,594.0,180.0,181.60859322429314,2750.0,1837.8308121967027,792.1691878032973,,0.00019551812223334182,414.0,73107563.71036199,125119052.22432002,0.008976280856623184,0.0,3,2008,44.961643442622936,21.18245491803278,78742301.82872824,16.75359016393442,0.9284407746852216,61.1632447001046,,7.262374979852148,1751.3217
04087000,2008-04-08 21:00:00+00:00,2008-04-11 03:00:00+00:00,2008-04-18 05:00:00+00:00,224.0,54.0,84.74310117007553,4945.0,3853.5979532418723,1091.4020467581279,,0.0059524535764634585,170.0,41136898.794065796,68867930.0736,0.012467249877880901,28.0,4,2008,72.24842622950818,62.38666803278687,126530236.64658685,34.112512295081956,0.3251151652309461,68.44439745014584,,14.777361088370645,1751.3217
04087000,2008-04-25 11:00:00+00:00,2008-04-27 15:00:00+00:00,2008-05-03 11:00:00+00:00,192.0,52.0,94.38016113451158,3860.0,2973.486582170617,886.5134178293829,,0.008894412712401129,140.0,30337110.521124616,48911016.81888,0.01309973587939552,0.0,4,2008,50.82862704918032,44.10647540983606,89017277.53243646,44.10231147540983,0.34080025094083854,75.94145709002085,,21.273177338288253,1751.3217
04087000,2008-06-07 22:00:00+00:00,2008-06-08 03:00:00+00:00,2008-06-19 20:00:00+00:00,286.0,5.0,9.510019051958807,9847.5,9546.512018437781,288.4879815622187,,0.0022611449587619827,281.0,143087106.81544575,177375415.7952,0.021459893447663494,230.0,6,2008,163.7352704918033,37.90013114754098,286753132.2676648,58.247196721311475,0.49899056266239333,60.14281449819312,,44.7436996764204,1751.3217
04087000,2008-06-09 01:00:00+00:00,2008-06-09 04:00:00+00:00,2008-06-12 19:00:00+00:00,90.0,3.0,5.3892874928351375,7530.0,7006.632995491755,450.8670045082454,,-0.0008898614881284364,87.0,55790576.90442459,62727545.2608,0.012753215728018071,91.0,6,2008,116.20187704918033,55.0180655737705,203506868.85696146,58.247196721311475,0.27414591565279317,64.80101863426066,,43.30196073023659,1751.3217
04087000,2008-06-09 19:00:00+00:00,2008-06-11 04:00:00+00:00,2008-06-12 11:00:00+00:00,64.0,33.0,42.39938452372735,7530.0,6736.9630822668405,793.0369177331597,,0.005302246025186537,31.0,41283803.67421893,46477723.046399996,0.005932928300396991,65.0,6,2008,61.18381147540983,2.9329713114754097,107152536.72559425,58.247196721311475,0.3852806936334337,123.0717704310781,,73.08188268999982,1751.3217
04087000,2008-06-08 16:00:00+00:00,2008-06-13 09:00:00+00:00,2008-06-16 21:00:00+00:00,197.0,113.0,68.58167313379818,8407.5,7168.255174359919,1141.7448256400814,,0.004582186630663814,84.0,118313365.12797658,139513702.1184,0.013888482953133906,197.0,6,2008,125.83305737704919,122.7991106557377,220374163.96177134,58.247196721311475,0.5368749357955618,66.81471606310546,,43.30196073023659,1751.3217
04087000,2009-04-25 16:00:00+00:00,2009-04-27 01:00:00+00:00,2009-05-04 15:00:00+00:00,215.0,33.0,66.79601018427638,5367.5,4825.522090770778,541.9779092292223,,0.006850460604851815,182.0,43266418.0506372,59567211.98496,0.01590445178329318,20.0,4,2009,68.11520081967213,60.60346311475409,119291629.29534957,35.24510245901638,0.36269450175347623,78.80032555743166,,23.93375095535971,1751.3217
04087000,2009-06-19 05:00:00+00:00,2009-06-19 09:00:00+00:00,2009-06-20 17:00:00+00:00,36.0,4.0,5.0402045706578065,3235.0,2836.0275306694493,398.9724693305506,,0.03518692310624451,32.0,2753793.158234233,4293834.95808,0.13182260630089504,0.0,6,2009,9.138795081967212,9.103401639344261,16004970.138902457,9.103401639344261,0.17205862518548096,353.98539643189326,,17.878103819514337,1751.3217
04087000,2010-04-06 08:00:00+00:00,2010-04-09 03:00:00+00:00,2010-04-17 11:00:00+00:00,267.0,67.0,122.72499950464407,1900.0,1448.9191530014168,451.0808469985833,,0.005418749706540898,200.0,20661704.62223356,34408785.738239996,0.00904490753633665,0.0,4,2010,45.68044262295082,43.4730368852459,80001150.43117869,27.80519262295082,0.2582675937892652,41.59329224724718,,4.641604438539938,1751.3217
04087000,2010-04-24 13:00:00+00:00,2010-04-26 08:00:00+00:00,2010-05-05 19:00:00+00:00,270.0,43.0,112.26601839819341,2790.0,2332.1725904286686,455.3274095713316,,0.005031467218332158,227.0,31396095.70007162,47425310.77824,0.009303015419404138,0.0,4,2010,55.779024590163935,40.47031967213114,97687016.1695877,23.49760245901639,0.32139476596937944,50.01880223792921,,10.055426738827723,1751.3217
04087000,2010-05-11 14:00:00+00:00,2010-05-13 16:00:00+00:00,2010-05-20 00:00:00+00:00,202.0,50.0,73.35200506055844,2675.0,2055.3635809543002,619.6364190456995,,0.006718384704794269,152.0,18634150.711558793,32615474.2992,0.012358325812538824,0.0,5,2010,54.36276639344263,54.36276639344263,95206692.4568668,29.71956147540984,0.19572311809908696,49.20647305988948,,20.64034777306796,1751.3217
04087000,2010-06-15 21:00:00+00:00,2010-06-16 03:00:00+00:00,2010-06-21 16:00:00+00:00,139.0,6.0,7.840124107344309,2372.5,2122.1786656776076,250.32133432239257,,0.0037520134366246386,133.0,5946783.573197241,9816146.1456,0.04562035109886068,0.0,6,2010,34.85681557377049,15.206688524590163,61045497.50724221,15.206688524590163,0.0974155968258222,68.06416366345553,,22.328357796559647,1751.3217
04087000,2010-06-23 09:00:00+00:00,2010-06-23 12:00:00+00:00,2010-06-25 08:00:00+00:00,47.0,3.0,5.90525327262003,2105.0,1814.7748576080899,290.22514239191,,0.01858584247494945,44.0,2777241.3868728224,4250994.47136,0.09172496897537814,0.0,6,2010,9.945036885245901,9.641069672131147,17416958.90443156,9.641069672131147,0.15945616006283295,211.66336779734846,,32.08947184964867,1751.3217
04087000,2010-07-07 20:00:00+00:00,2010-07-07 23:00:00+00:00,2010-07-08 08:00:00+00:00,12.0,3.0,4.195591473966488,1977.5,1758.6379773714211,218.8620226285789,,0.1832429493028955,9.0,933486.7247706028,1226114.6083199999,0.2738043274926732,0.0,7,2010,16.74942622950819,16.180008196721307,29333633.618286878,16.180008196721307,0.03182308529921291,118.06374576080417,,18.223286854892145,1751.3217
04087000,2010-07-15 04:00:00+00:00,2010-07-15 08:00:00+00:00,2010-07-19 15:00:00+00:00,107.0,4.0,4.487825492295087,7750.0,7516.18125396056,233.8187460394401,,0.007219730820975292,103.0,22390044.419507124,26385611.23008,0.059638725280923836,8.0,7,2010,70.42045901639344,66.675,123328877.99937047,39.46785245901639,0.1815474589789215,110.0532445861486,,29.94177514461212,1751.3217
04087000,2010-07-22 22:00:00+00:00,2010-07-23 02:00:00+00:00,2010-07-24 02:00:00+00:00,28.0,4.0,5.635139369594981,17975.0,17421.51767516584,553.4823248341598,,0.0745902952397615,24.0,15246788.97076277,17058210.2208,0.19175605820659156,11.0,7,2010,57.89118032786885,57.156245901639345,101386080.34680983,57.156245901639345,0.15038345420405158,310.49634673533893,,48.322728334652744,1751.3217
04087000,2010-08-21 03:00:00+00:00,2010-08-21 06:00:00+00:00,2010-08-21 14:00:00+00:00,11.0,3.0,4.217017829243559,2757.5,2512.982501302234,244.51749869776586,,0.2372573831973338,8.0,1281069.6659668116,1583925.69312,0.2943637270518576,0.0,8,2010,17.655081967213118,17.655081967213118,30919728.164459024,17.655081967213118,0.041432112829483066,156.18732357747731,,19.103766134229478,1751.3217
04087000,2011-03-16 02:00:00+00:00,2011-03-23 07:00:00+00:00,2011-03-29 22:00:00+00:00,332.0,173.0,190.53530401065655,4995.0,4158.587899003208,836.4121009967919,,0.008052076779675602,159.0,71072180.10551135,98015847.97536,0.010674978672663541,42.0,3,2011,49.963569672131136,49.0657213114754,87502283.77626514,33.102758196721304,0.812232287413618,99.97284086741563,,15.46435521538031,1751.3217
04087000,2011-04-03 17:00:00+00:00,2011-04-05 22:00:00+00:00,2011-04-11 21:00:00+00:00,196.0,53.0,105.79917789887986,3280.0,2243.6345447523618,1033.8654552476382,,0.0071863949928543435,143.0,25365529.222122487,46990993.3632,0.010109227381688414,0.0,4,2011,43.3288606557377,38.710016393442615,75882773.90266965,34.44770901639343,0.3342725617102157,75.7001211285175,,16.149168007731912,1751.3217
04087000,2011-04-16 00:00:00+00:00,2011-04-26 14:00:00+00:00,2011-05-03 18:00:00+00:00,426.0,254.0,85.19902076330618,4465.0,3464.440393550889,1000.559606449111,,0.006259022176417779,172.0,55882361.84983722,99470717.0208,0.010127873044177818,4.0,4,2011,95.69033606557376,86.95492213114754,167584562.03193194,22.985438524590162,0.33345769545997483,46.66092923887599,,18.650556824283377,1751.3217
04087000,2011-06-21 21:00:00+00:00,2011-06-22 03:00:00+00:00,2011-06-24 17:00:00+00:00,68.0,6.0,7.2513173094484955,3990.0,3697.96970968457,292.03029031543,,0.02110261618775125,62.0,6376225.550767897,8662290.34752,0.08203097418033752,0.0,6,2011,25.198049180327867,19.277975409836063,44129890.32717541,19.277975409836063,0.14448768178427548,158.34559141645758,,18.99799403240199,1751.3217
04087000,2012-02-29 07:00:00+00:00,2012-03-12 19:00:00+00:00,2012-04-06 18:00:00+00:00,899.0,300.0,197.51004043247667,2050.0,1597.8365457930759,452.1634542069242,,0.000608353658040144,599.0,57992187.27532197,102403952.39231999,0.009719808888886676,0.0,3,2012,117.38287295081966,57.76105737704917,205575172.6071135,28.104475409836066,0.28209723255908026,17.46421729564326,,8.777758643659725,1751.3217
04087000,2012-05-01 10:00:00+00:00,2012-05-06 20:00:00+00:00,2012-05-13 14:00:00+00:00,292.0,130.0,68.36933686550765,2145.0,1645.8373524306883,499.1626475693117,,0.0054622413170820954,162.0,18883266.233566258,34316019.90144,0.01553643784830733,0.0,5,2012,48.24594672131147,46.04530737704918,84494173.43007663,14.704934426229508,0.22348601645524296,44.45969342026609,,19.49711042074051,1751.3217
04087000,2013-03-29 03:00:00+00:00,2013-04-01 12:00:00+00:00,2013-04-07 03:00:00+00:00,216.0,81.0,106.74116841459181,3010.0,2294.524706758774,715.4752932412263,,0.003130627557978655,135.0,35858909.970071174,52534516.6656,0.006607224286642928,0.0,4,2013,5.678045081967213,1.5640778688524588,9944083.565627458,2.805450819672131,3.6060547694933343,530.1120291487994,,12.307601105889157,1751.3217
04087000,2013-03-28 04:00:00+00:00,2013-04-12 05:00:00+00:00,2013-04-23 12:00:00+00:00,632.0,361.0,121.80032733704138,6460.0,5262.635661691116,1192.3643383088838,,0.003150254930537393,271.0,137980638.6244819,211157726.3136,0.011272664512710714,144.0,4,2013,128.58645901639343,74.50371721311475,225196256.00157046,27.337790983606556,0.6127128446732243,50.23857138158239,,13.675112339876838,1751.3217
04087000,2013-04-17 19:00:00+00:00,2013-04-18 15:00:00+00:00,2013-04-21 01:00:00+00:00,78.0,20.0,32.84246683525271,5155.0,3551.0085852748152,1603.9914147251848,,0.007226442393503637,58.0,18861671.218220737,32065123.132799998,0.01785898791120578,29.0,4,2013,34.9614344262295,33.42338114754098,61228718.773782775,20.42826229508196,0.3080526850138341,147.44818353712935,,45.86099129659596,1751.3217
04087000,2013-05-22 14:00:00+00:00,2013-05-28 15:00:00+00:00,2013-06-05 08:00:00+00:00,330.0,145.0,5.89591194516106,2755.0,1959.5522687362604,795.4477312637395,,0.0016566707459494225,185.0,18156565.18522633,44651340.41664,0.016190888948332302,0.0,5,2013,76.39570491803276,43.190930327868855,133793455.80974752,24.291352459016398,0.13570592877909304,36.062236783545906,,30.853116730591356,1751.3217
04087000,2013-06-12 23:00:00+00:00,2013-06-16 06:00:00+00:00,2013-06-21 04:00:00+00:00,197.0,79.0,52.337119538366096,2435.0,1841.7551198087695,593.2448801912305,,0.007984142472903563,118.0,15673575.484506158,28039340.66688,0.02203096823919493,0.0,6,2013,59.422987704918036,59.20177868852459,104068767.84645616,31.302377049180325,0.15060787024624978,40.97740780203941,,22.524004819763768,1751.3217
04087000,2014-04-13 17:00:00+00:00,2014-04-15 12:00:00+00:00,2014-04-23 18:00:00+00:00,241.0,43.0,133.15202353871427,4860.0,4141.303084867056,718.6969151329437,,0.006479684923163219,198.0,57131090.968600616,80074603.83168,0.00934623461257652,72.0,4,2014,70.84465983606556,62.642229508196706,124071790.10002005,54.13895491803277,0.4604680155137971,68.60079519396427,,10.905975130240284,1751.3217
04087000,2014-05-12 17:00:00+00:00,2014-05-13 03:00:00+00:00,2014-05-20 22:00:00+00:00,197.0,10.0,8.742341093093273,2670.0,1983.404548574984,686.5954514250161,,0.003684625006179435,187.0,13666981.320208708,28300537.66176,0.019071152562916884,0.0,5,2014,51.23148770491803,37.24535245901639,89722816.14090614,37.24535245901639,0.15232448008258292,52.116386222836354,,35.45463308844833,1751.3217
04087000,2014-06-18 05:00:00+00:00,2014-06-18 09:00:00+00:00,2014-07-06 22:00:00+00:00,449.0,4.0,5.696991581717157,4425.0,3994.9831452323524,430.01685476764766,,0.0020055385937108264,445.0,75720017.00061163,115677010.65024,0.01719408803961752,7.0,6,2014,142.97025,51.87897950819671,250386901.279425,51.87897950819671,0.30241205356070183,30.9504949456268,,28.33814347850915,1751.3217
04087000,2014-06-23 09:00:00+00:00,2014-06-23 11:00:00+00:00,2014-06-23 23:00:00+00:00,14.0,2.0,4.5817796376068145,4395.0,3604.818765522125,790.1812344778749,,0.03147957327969935,12.0,4054553.121240837,5284084.7808,0.054885694993730104,2.0,6,2014,18.079803278688523,18.079803278688523,31663551.813698355,18.079803278688523,0.128051115209594,243.0889281400857,,84.84979387082217,1751.3217
04087000,2014-10-13 21:00:00+00:00,2014-10-14 01:00:00+00:00,2014-10-25 22:00:00+00:00,289.0,4.0,6.3922623080870835,1705.0,1525.9594472503709,179.04055274962903,,0.0021498041024837515,285.0,11241078.179773048,18112911.912,0.021212142530514615,0.0,10,2014,46.243614754098346,29.256844262295072,80987446.0052926,29.256844262295072,0.13880025527707632,36.86995510767017,,14.797532702914543,1751.3217
04087000,2015-04-08 15:00:00+00:00,2015-04-09 17:00:00+00:00,2015-04-16 08:00:00+00:00,185.0,26.0,49.878004213867825,8102.5,7706.470588455464,396.0294115445363,,0.008939495027382921,159.0,49351673.49079251,61854425.0496,0.023077113238953804,57.0,4,2015,64.86108606557376,61.22388934426229,113592627.51220694,53.69861885245901,0.4344619415154303,124.92081911500021,,13.386541100113089,1751.3217
04087000,2015-11-26 16:00:00+00:00,2015-11-27 10:00:00+00:00,2015-12-09 14:00:00+00:00,310.0,18.0,181.26543845470587,1700.0,1456.4817690594991,243.51823094050096,,0.0031011237325788846,292.0,24297993.79789511,35987232.13056,0.011698987598506608,0.0,11,2015,57.73086885245901,29.73621721311475,101105323.38116556,23.141586065573765,0.24032358520126618,29.446984495324976,,24.039893922589364,1751.3217
04087000,2015-12-14 00:00:00+00:00,2015-12-15 07:00:00+00:00,2015-12-29 22:00:00+00:00,382.0,31.0,115.56516672430735,2242.5,1795.8736691729428,446.6263308270573,,0.0017076978151087773,351.0,32212758.395644516,54223135.23168,0.01080164445190185,0.0,12,2015,107.86151639344261,48.042434426229505,188900214.2547418,29.124639344262295,0.1705279082013318,20.790547685423896,,17.950127646944473,1751.3217
04087000,2016-02-20 00:00:00+00:00,2016-04-02 02:00:00+00:00,2016-04-14 07:00:00+00:00,1303.0,1010.0,238.58356055126933,2932.5,2053.798331693123,878.7016683068767,,0.0028588532371786163,293.0,112391380.75124127,166452824.66976,0.009301719561874663,0.0,4,2016,179.7242581967213,140.47761475409834,314754993.3963209,19.458586065573773,0.3570757672134042,16.31666214357199,,8.83247381272922,1751.3217
